0;69.8000000000;-45.1000000000;42.3000000000;-36.6000000000;-40.5000000000;-82.4000000000;-4.7000000000;-33.8000000000;24.6000000000;54.7000000000;-2.1000000000;12.6000000000;0.0000000173
1;68.6000000000;-53.2000000000;43.6000000000;-29.9000000000;-29.2000000000;-43.2000000000;-77.4000000000;-4.9000000000;50.9000000000;6.9000000000;32.0000000000;-3.5000000000;0.0000000238
2;69.0000000000;-49.4000000000;43.7000000000;-22.9000000000;-57.3000000000;-39.5000000000;-26.0000000000;76.8000000000;12.2000000000;14.4000000000;36.6000000000;-5.3000000000;0.0000000350
3;69.1000000000;-50.8000000000;44.1000000000;-21.9000000000;-44.6000000000;-54.5000000000;-23.6000000000;74.6000000000;6.8000000000;17.6000000000;35.8000000000;-5.4000000000;0.0000000176
4;70.5000000000;-47.3000000000;43.7000000000;-26.5000000000;-41.0000000000;-70.7000000000;-30.0000000000;21.0000000000;63.3000000000;1.8000000000;-7.4000000000;25.0000000000;0.0000000407
5;61.3000000000;-31.2000000000;-60.6000000000;56.2000000000;-61.2000000000;-27.9000000000;15.7000000000;-35.6000000000;-8.4000000000;61.2000000000;18.6000000000;9.0000000000;0.0000000247
6;55.4000000000;-44.0000000000;85.6000000000;-29.5000000000;-42.4000000000;35.4000000000;-55.9000000000;-1.2000000000;-16.4000000000;58.4000000000;19.3000000000;6.1000000000;0.0000000321
7;73.8000000000;-34.4000000000;42.8000000000;-54.3000000000;-43.7000000000;-34.8000000000;32.5000000000;83.0000000000;-9.4000000000;-9.1000000000;7.7000000000;32.6000000000;0.0000000152
8;52.8000000000;-52.8000000000;76.8000000000;-26.6000000000;-40.6000000000;-21.7000000000;-60.1000000000;30.7000000000;12.3000000000;57.2000000000;-8.6000000000;11.3000000000;0.0000000243
9;61.1000000000;-36.8000000000;-70.8000000000;47.8000000000;-30.3000000000;-29.6000000000;-63.1000000000;-8.4000000000;23.4000000000;56.2000000000;-5.0000000000;14.6000000000;0.0000000214
